,runid,name,normal_class,loss_mode,noise_mode,test_rocauc
290,3mg1hy0y,mvtec_fcdd_20220520004942.normal_12.it_0,12,pixel-wise-averages-per-image,confetti,"[0.7178241945013994, 0.6675504172461753, 0.7063360147254444, 0.6602995906416309, 0.6982640209627657, 0.753901955953148, 0.6956678334930166, 0.7066918656797326, 0.7675028961671366, 0.7745838246780097, 0.8106958061002179, 0.8546626130929856, 0.8334299298997406, 0.8195931894819691, 0.8382086936514659, 0.8209050091961484, 0.861847603219405, 0.8337373183730268, 0.8363386613386613, 0.8319991579033849, 0.8616268285142459, 0.8500406203455854, 0.8296862850505419, 0.8709204982259019, 0.8396095921401332, 0.8471284497856151, 0.8680822877768286, 0.8754392129304287, 0.8265222668106849, 0.8574887316152303, 0.8774510854998661, 0.8758205217391305, 0.8390202396810866, 0.8437351086357708, 0.8564870949207783, 0.836317209204097, 0.8482835431060822, 0.8711838892662419, 0.8547577477084244, 0.872921043417367, 0.8659021562135757, 0.8341095341767992, 0.8317381996908929, 0.8273439824903284, 0.8746438746438746, 0.8549125874125876, 0.8187818389268833, 0.8522590616342566, 0.8744640778115012, 0.8405817335660267, 0.8528979289216961]"
295,3gqy9auj,mvtec_fcdd_20220520004942.normal_3.it_2,3,pixel-wise-averages-per-image,confetti,"[0.8067258295729004, 0.8896054914384852, 0.9054978649068324, 0.8795271245154556, 0.8637762711864407, 0.8615904489484189, 0.8898400808513168, 0.939744241192412, 0.9319196428571428, 0.9222601214103816, 0.9318764172335601, 0.9451995822041553, 0.9129938657943693, 0.9584884376762548, 0.938933299950522, 0.9494115435232187, 0.9366096638090544, 0.9314153843347228, 0.935143395287679, 0.943748359380502, 0.9443905279503105, 0.9580052897035306, 0.9293760660029352, 0.9541814387367681, 0.9556397877850695, 0.9579360930003691, 0.9365104635587079, 0.9574340071508102, 0.9288888888888889, 0.9233711607949413, 0.9346987937920344, 0.954563492063492, 0.9506884452161883, 0.9562016814653443, 0.9575935326189133, 0.9230983267531491, 0.9079437669376693, 0.9422508474576271, 0.9492416837877912, 0.9595553700031312, 0.9304496951219513, 0.9506927157979432, 0.9686533365454107, 0.9551176792556103, 0.9246750144577708, 0.9195264822647001, 0.9423199849595788, 0.9221319533468081, 0.9498498633083852, 0.947964527027027, 0.9458840902436831]"
296,2acy4u8z,mvtec_fcdd_20220520004942.normal_11.it_2,11,pixel-wise-averages-per-image,confetti,"[0.6946721720224204, 0.8482602808277648, 0.872246491000605, 0.8857373969314267, 0.8997527302699361, 0.9166758163332528, 0.9243183301743597, 0.9310347539539602, 0.9497181402071789, 0.9203053211789972, 0.9206429698316109, 0.9345839098054223, 0.9276171589604425, 0.9202901682358389, 0.9082069609452976, 0.9211178724363308, 0.9334121621621622, 0.9312016023749485, 0.9364113461476544, 0.8969267904977775, 0.9329989040809937, 0.9441736375938, 0.9367661016949153, 0.9140747312389104, 0.9466290656138372, 0.9457326814155007, 0.9518304794951096, 0.955450556868039, 0.9419847972972973, 0.9475104182744251, 0.9402456133351951, 0.9356677890011224, 0.9365120249624681, 0.9459881756756756, 0.9386233167015399, 0.9227847205291347, 0.9425455912765557, 0.9436520925882628, 0.954079391891892, 0.9609193013448333, 0.9471939823187382, 0.9517705885742457, 0.917255123143448, 0.9481208753881988, 0.9441398759165256, 0.9631582307923854, 0.9211157827932253, 0.9465755792811965, 0.9336362092391304, 0.9344682714861197, 0.9423923518806482]"
299,26yxx9u8,mvtec_fcdd_20220520004942.normal_11.it_1,11,pixel-wise-averages-per-image,confetti,"[0.7182344235248447, 0.7699493243243243, 0.7510374322493225, 0.8044965512070775, 0.907053450608931, 0.9139775815217391, 0.897560029005934, 0.9114820396112684, 0.9264897702292235, 0.9207661016949152, 0.9540184801744033, 0.8889704003494919, 0.8744871973882805, 0.9103366774785647, 0.8999909329948318, 0.9410628772330901, 0.8980775745257452, 0.8277044557247603, 0.9279151807722595, 0.9412137674633081, 0.9106701982724639, 0.9509213741132142, 0.9451335082574472, 0.9562907491696395, 0.9365520420510786, 0.9390486933634142, 0.9080013504388926, 0.9625799246565108, 0.9406676713002828, 0.9502838879488625, 0.9183392615176152, 0.9162554386989081, 0.9454499323410014, 0.9694221830736683, 0.9420059614159543, 0.9134696815718156, 0.9163042366949532, 0.924980130110977, 0.933546863584177, 0.9630779661016949, 0.955972945110759, 0.9466584349436641, 0.956115170152024, 0.9428539199097575, 0.9497016853241481, 0.9247208015864733, 0.9045008611145282, 0.9423703149656576, 0.9025831923293852, 0.9336965638224993, 0.9337271556091897]"
304,3iv9p9bc,mvtec_fcdd_20220520004942.normal_11.it_0,11,pixel-wise-averages-per-image,confetti,"[0.7862079338221469, 0.8308773947879894, 0.8114440677966102, 0.8635299398291925, 0.8559602763504589, 0.8869594594594594, 0.9187031134292798, 0.9069447343701076, 0.9067228441382704, 0.8933294378152294, 0.9043453826256745, 0.9195509359622154, 0.9277019622168876, 0.9355886650662769, 0.8998819163292847, 0.9296822480168511, 0.9203251112619748, 0.922192361176157, 0.9417491525423729, 0.9057791931753498, 0.9358556345980127, 0.9179476351351351, 0.9295168736384299, 0.9420096544715447, 0.9518484627965791, 0.9184733972551231, 0.935463631067091, 0.926194105691057, 0.9288999232359837, 0.8998438455842107, 0.9377022231499843, 0.9084768659236744, 0.9392482517482518, 0.9565089760985284, 0.9342360175202156, 0.9395802073862527, 0.9228746999269388, 0.9426475809454533, 0.9054112310691258, 0.9362134432347918, 0.9478898100035698, 0.9380588663501341, 0.9436202635617583, 0.9503542649610065, 0.9489569160997733, 0.9142471693567815, 0.920699314208442, 0.9505084745762712, 0.9376767035666301, 0.9503620735333078, 0.9399155944660513]"
305,3tpcqbi5,mvtec_fcdd_20220520004942.normal_3.it_1,3,pixel-wise-averages-per-image,confetti,"[0.8569684394760615, 0.8618311712727956, 0.9110885733603786, 0.9200273762915429, 0.897356643806948, 0.9143484579777325, 0.9153399196844237, 0.9191006680214993, 0.934290522909926, 0.9107351005828163, 0.9361595132131453, 0.9302726076330138, 0.9296598023685599, 0.9512922297297297, 0.9547419777081433, 0.9219675662737119, 0.9264622854561879, 0.9415911118038778, 0.9299336832165835, 0.9539537507050198, 0.9562396884704968, 0.9298498193315267, 0.9311876656227416, 0.9637872772730219, 0.9668481838310096, 0.9326999499573165, 0.9576064250225835, 0.9409291557339097, 0.9791102841677943, 0.952499684173432, 0.9317495291232808, 0.9215583142999185, 0.8988091216216215, 0.9572468874794456, 0.94976054863624, 0.9147642791443925, 0.9277467253839204, 0.9305676293505908, 0.9318529173784051, 0.9616367140232153, 0.9588472520679403, 0.9673923669862756, 0.9168954083313203, 0.9517394659669702, 0.9516580064257665, 0.9353985066390069, 0.9180359147025814, 0.9127926705123854, 0.924876751852448, 0.9283086316668405, 0.9390396986045815]"
311,2k2s91i4,mvtec_fcdd_20220520004942.normal_10.it_2,10,pixel-wise-averages-per-image,confetti,"[0.9115559775906292, 0.9528191131918706, 0.951317852609572, 0.9511689969535576, 0.9544196023069264, 0.9493238611382078, 0.9452068868557091, 0.9501254862484022, 0.9433031630760523, 0.9488880918220947, 0.9369572922204501, 0.9191991419377905, 0.93726351686762, 0.9422030402543498, 0.9145252243843792, 0.9257314103764749, 0.9546971725590971, 0.9462883349683247, 0.9228691912655004, 0.9355066196074966, 0.9418928144734597, 0.926997063356414, 0.9250180897250362, 0.9298862695418935, 0.92743125, 0.9437847535590556, 0.9196398702850315, 0.9284538711758652, 0.9290949247617519, 0.9338330504324024, 0.9238322823541931, 0.9358193893905117, 0.917156638325703, 0.9253464925253091, 0.9268786471358819, 0.9201772705568084, 0.9379494845672001, 0.9285292732695024, 0.927814745500335, 0.9255954469760289, 0.9311343501884538, 0.9272748924864644, 0.9174100255266626, 0.9316484338590596, 0.9149234179228901, 0.9351069207169485, 0.9343727800950804, 0.9401410773056147, 0.9377436647173489, 0.9338965693804403, 0.9326573180304788]"
314,1e5w8wt5,mvtec_fcdd_20220520004942.normal_3.it_0,3,pixel-wise-averages-per-image,confetti,"[0.8767568129270257, 0.8807771247702337, 0.8649997177055103, 0.9172959288997056, 0.9316707865476005, 0.9350064097018504, 0.9552, 0.9288489100098061, 0.9375999507934556, 0.9620949152542373, 0.9478782511645963, 0.9392408288043477, 0.9317284351897316, 0.9569966101694916, 0.919214162688457, 0.9391638513513513, 0.9455172376520691, 0.9488701525481359, 0.9793482669432642, 0.9261848072562358, 0.9027171238774758, 0.9287430553927659, 0.9327956197933532, 0.9312953562699755, 0.9374167106685777, 0.9663716689250226, 0.955535210095332, 0.9524876593401668, 0.9583289844483874, 0.9551399517109578, 0.9462582728787889, 0.954435085848506, 0.9509127253526439, 0.9416709010840109, 0.9585635956221945, 0.9747542488569367, 0.9533306679788413, 0.9542631565713711, 0.9610349374238963, 0.9424667855824825, 0.9489892132458324, 0.9549689440993788, 0.9772513630381651, 0.9585511748062492, 0.9597319655025018, 0.9515254237288135, 0.962806511436225, 0.9653521632457662, 0.9661001073556643, 0.9572595030139008, 0.9543625304551115]"
320,1bqwbk5a,mvtec_fcdd_20220520004942.normal_10.it_1,10,pixel-wise-averages-per-image,confetti,"[0.8897024784886584, 0.9573121536599692, 0.9483317050148851, 0.9482650591284734, 0.9283579492146122, 0.9532451201234257, 0.9344624752038793, 0.9377363324447557, 0.9261977960682065, 0.9053678571428571, 0.9124138849539307, 0.90765511220595, 0.8715451279093203, 0.9031571220043536, 0.8927154483290909, 0.9036354519633247, 0.900350107408931, 0.903015123434398, 0.9237201716828904, 0.8927084124452546, 0.9022258466202864, 0.8772977266781938, 0.8851534038684746, 0.8906157470875113, 0.8844038511845137, 0.870716049219173, 0.8744705086028705, 0.8911090621068967, 0.8972012935169843, 0.8863025381463561, 0.8719196784993057, 0.8993074114563737, 0.8610439896357973, 0.902561062168594, 0.8896688346801296, 0.867444949957372, 0.8848512921534053, 0.8634947042074472, 0.8684659968093867, 0.8927496159754225, 0.8896152839015139, 0.87697965983944, 0.8640378884631758, 0.8721108821876756, 0.8569753008499537, 0.8956677221211721, 0.8805312035602678, 0.8807237170015023, 0.8955820649938299, 0.8838437912313715, 0.8771902001491674]"
321,1nw1uj8z,mvtec_fcdd_20220520004942.normal_2.it_2,2,pixel-wise-averages-per-image,confetti,"[0.8844235294117647, 0.8893825808625337, 0.8778761943914988, 0.9179652699683077, 0.929975336542118, 0.9278231855568775, 0.9046480048834573, 0.9360814437358076, 0.9051023849674777, 0.9266124258638099, 0.909467373942537, 0.895065064041711, 0.8991934688726312, 0.8965410008611616, 0.8909704008992132, 0.944500391630301, 0.9477593375741853, 0.9263758389261746, 0.9115983422939068, 0.8883033723262448, 0.932996632996633, 0.9359627695417789, 0.9510671024802922, 0.9264134453781513, 0.8734062595843496, 0.889204842210332, 0.9193003632818395, 0.925509813252243, 0.9511981974393531, 0.8988415689290521, 0.9124687560084599, 0.9682512978273409, 0.9503592195824, 0.9363096078836146, 0.9248148851338522, 0.8942869995501574, 0.9295805369127517, 0.8779001613296348, 0.9142865143369175, 0.9190290207438829, 0.9205941201384528, 0.9464874793822161, 0.9178643530090368, 0.9157914928307678, 0.9497566377378899, 0.8894352257412399, 0.9467763599731363, 0.936307519640853, 0.9435084599115555, 0.9184389303782221, 0.9367681570225191]"
330,xnmdl55l,mvtec_fcdd_20220520004942.normal_10.it_0,10,pixel-wise-averages-per-image,confetti,"[0.8427055565284507, 0.9166296025547306, 0.9422516383669344, 0.9417816452795204, 0.9509193029619316, 0.9507016912558474, 0.9377169660568657, 0.9241696535244922, 0.9456496496496497, 0.93060164502526, 0.9512108920181055, 0.9419797519578444, 0.9458671776355865, 0.9252627129437694, 0.9433762887985088, 0.9435043261062986, 0.9329718328456956, 0.9423897581792319, 0.9218719983449336, 0.944936869318925, 0.9508667842481271, 0.9400022001875085, 0.9401718447503008, 0.9300142724557203, 0.9369256474519633, 0.9441604279767651, 0.9362394323671497, 0.9433060575799582, 0.9357808132106187, 0.9221675459207045, 0.9484645172910662, 0.9393235366407188, 0.9408031854672706, 0.9360516516194711, 0.940790057987537, 0.9476053857240679, 0.945333071032959, 0.9632772589399744, 0.9409848096944872, 0.9330459411454083, 0.9437039067171616, 0.9447687873432635, 0.9382512019230769, 0.9398486486486487, 0.9388310695393433, 0.9547384679780887, 0.9535502694434758, 0.930121181088923, 0.9216248527422662, 0.942725743792176, 0.9403147557260345]"
331,7a7475b7,mvtec_fcdd_20220520004942.normal_2.it_1,2,pixel-wise-averages-per-image,confetti,"[0.8759395973154362, 0.8707752488445392, 0.903547827060932, 0.8820668763565037, 0.8660847967130538, 0.874267342935735, 0.8794035044874534, 0.8680336134453782, 0.8944107744107745, 0.8750711980254415, 0.8940775106204979, 0.9017814580059675, 0.8991534703504043, 0.9164171693125557, 0.9134421395685686, 0.9109997590941943, 0.9391222841761201, 0.9295690859241632, 0.916958391278633, 0.9111949625072101, 0.9168632075471699, 0.9215535473947318, 0.9175609210820479, 0.9393478991596639, 0.9385052702201663, 0.9375365947851652, 0.9362521779440208, 0.9509765332133753, 0.9490658770376701, 0.9284512593731975, 0.9451756233153639, 0.9421885521885522, 0.9555253797346664, 0.946967148783496, 0.9335441913358683, 0.9469933495049849, 0.9424803591470259, 0.9103771144793337, 0.9521731485477709, 0.959382810997885, 0.9705503275128445, 0.9536268907563025, 0.9518456375838926, 0.9412988501451334, 0.9577124591424726, 0.9536570340501791, 0.9611504836790647, 0.9494287634408602, 0.9490123456790123, 0.9529010318132755, 0.9482041891492516]"
334,2nefbrfm,mvtec_fcdd_20220520004942.normal_9.it_2,9,pixel-wise-averages-per-image,confetti,"[0.8704631485192608, 0.9118266194622524, 0.8910806493554738, 0.8958999570426233, 0.8759128978224456, 0.8970454870889217, 0.8899905714894005, 0.807813021702838, 0.8869981092203314, 0.8708654383026242, 0.9054572763684913, 0.84696261682243, 0.8547376336898396, 0.7859768030165625, 0.790742598164865, 0.8115125769653, 0.8219699499165276, 0.7856521739130434, 0.7777926421404683, 0.8051419031719533, 0.8781708945260347, 0.8327766644399911, 0.8924207011686144, 0.8613377926421406, 0.8168948247078465, 0.8144240400667779, 0.9107357859531772, 0.8765184442215536, 0.9079799666110183, 0.8477926421404682, 0.8946112357405376, 0.8397757697456492, 0.9017906795684573, 0.9444417927545224, 0.8740871557443559, 0.9075374270961032, 0.8609015025041736, 0.8738719919786097, 0.8865856829748505, 0.8606588498045784, 0.8661540176083806, 0.9001086229946524, 0.82109479305741, 0.9075868983957219, 0.9040802675585284, 0.842039385847797, 0.9068749401971103, 0.8621419815000557, 0.9765320876431988, 0.9137412236710131, 0.901006198928226]"
335,1v3o0bqi,mvtec_fcdd_20220520004942.normal_2.it_0,2,pixel-wise-averages-per-image,confetti,"[0.8774119290259169, 0.910471959814065, 0.8860246753096019, 0.8945747899159664, 0.8962514482191576, 0.873173428186887, 0.915280203450072, 0.8954301821208979, 0.9049816710724248, 0.8874476229889814, 0.8820288655527391, 0.8958733897327437, 0.9132740158294967, 0.9407026543947818, 0.9186809014035139, 0.9619424552281248, 0.8952845606614112, 0.9203553330484157, 0.9011406288793795, 0.8839306848052222, 0.878950907868191, 0.9105882352941177, 0.9212411074793309, 0.9187664666488702, 0.8974782429187627, 0.8960941176470588, 0.9168939254011885, 0.9307718120805369, 0.9359738511824649, 0.9178630369061355, 0.9317952017648681, 0.9350966102437528, 0.9142099056603773, 0.9323736692157745, 0.9082885906040268, 0.9496756127861805, 0.8989275313620072, 0.9414454671015217, 0.9220805369127517, 0.946655703803366, 0.9207649128686327, 0.9344957700442224, 0.8992471107274733, 0.9637364723751661, 0.9205554167255184, 0.943536288862449, 0.9314871342517903, 0.939264876845685, 0.9423104589267731, 0.970594837261504, 0.9386582837473162]"
338,sso89m8m,mvtec_fcdd_20220520004942.normal_1.it_2,1,pixel-wise-averages-per-image,confetti,"[0.8945737059832509, 0.9164012982054218, 0.8877236843507073, 0.9006069002376969, 0.9167903772220319, 0.9251626712328767, 0.887349409746746, 0.9409677527207074, 0.9051976591539679, 0.9254333907286982, 0.8798400062402767, 0.9322107674684995, 0.9171523269803714, 0.9009621993127148, 0.8991394148020655, 0.860751393558744, 0.9284803462018651, 0.9078957306805407, 0.9215081793206794, 0.9159165389105333, 0.9112922096623227, 0.9002914951989026, 0.8886850331834367, 0.9367645157118841, 0.9214280259641084, 0.9124054187345327, 0.9150971253451661, 0.9307762213656733, 0.9209075342465753, 0.926848446417248, 0.9186487418131678, 0.9054978239630518, 0.9314726396195755, 0.935142675967026, 0.9521329277002419, 0.9213402641866906, 0.943404251998002, 0.894997150997151, 0.9214864256477401, 0.9351540977961433, 0.9256936478793711, 0.943342151675485, 0.9522272154065498, 0.9062308873026583, 0.9402763503482928, 0.9473344827586206, 0.9292540224280839, 0.9322079623848614, 0.9551179149252823, 0.9304129591603925, 0.9257337485160743]"
339,3o93p43f,mvtec_fcdd_20220520004942.normal_9.it_1,9,pixel-wise-averages-per-image,confetti,"[0.8756135653726015, 0.8587476365254143, 0.906789297658863, 0.8467997994652406, 0.8999109329770651, 0.8392916805880389, 0.7978139468283136, 0.8515719063545152, 0.8220961281708945, 0.8453057133311058, 0.8010118848742303, 0.8264538770053476, 0.8037325187341894, 0.8927497494153024, 0.8796661101836394, 0.7974999239636242, 0.8568297485047736, 0.8293650793650793, 0.8806739535105723, 0.7906262355911069, 0.8091973244147157, 0.8968758126230544, 0.8957846735624514, 0.8269873079492318, 0.850078755190683, 0.8253504672897196, 0.8910314543458547, 0.7371485847930886, 0.9047746243739566, 0.9029471699260926, 0.8370655080213905, 0.7778704939919893, 0.8802921101618061, 0.84923507405943, 0.8493979933110368, 0.9358717434869739, 0.8392956647720942, 0.9178082191780822, 0.849933110367893, 0.835685618729097, 0.8615056818181818, 0.8691973244147158, 0.840751896474788, 0.8128213689482471, 0.9031549806691804, 0.8657190635451506, 0.9150233957219253, 0.8269772325903298, 0.9032282031279022, 0.9624749833222148, 0.8736904568322725]"
342,1xoykb9b,mvtec_fcdd_20220520004942.normal_1.it_1,1,pixel-wise-averages-per-image,confetti,"[0.8567332994438132, 0.898772565481796, 0.9066897541403699, 0.8603168196952881, 0.8934166559966297, 0.9124383033255934, 0.8535439927844991, 0.9012314946332606, 0.9126447939191971, 0.905635129477902, 0.8915061212111538, 0.8816443134423176, 0.8874322118675301, 0.8906171953046953, 0.9283236648525806, 0.9116833089520957, 0.8880484234367539, 0.9119604479870851, 0.9026972784217726, 0.8890297415894686, 0.8790524479950491, 0.8843218709774487, 0.9066876376218937, 0.9099450007522695, 0.8879982169772476, 0.8893196847540538, 0.9287580396775069, 0.920542084092289, 0.9144052903342693, 0.9093169205932802, 0.8926775099614606, 0.9167120181405896, 0.9243464977011366, 0.9393423317329469, 0.9315728051531471, 0.9488330542431673, 0.9259389437449045, 0.9137713564958148, 0.8926082130965594, 0.900759999845607, 0.9255135547919053, 0.9129227596054684, 0.9119377849495416, 0.924810678881292, 0.9028966047841509, 0.9199794379712132, 0.9200869643989492, 0.9242508561643836, 0.924552012430908, 0.9249770511372436, 0.9171443775158848]"
343,dynt70pp,mvtec_fcdd_20220520004942.normal_9.it_0,9,pixel-wise-averages-per-image,confetti,"[0.9361631016042781, 0.8817262700534759, 0.8818516042780749, 0.8693105756358768, 0.9010277406417112, 0.8550837698280025, 0.8551136363636364, 0.8590635451505017, 0.8523145053475936, 0.8254512032085561, 0.8763665774207943, 0.899527468855902, 0.7847258128288573, 0.8225083612040134, 0.8455488621151271, 0.7354924874791319, 0.8286063841619397, 0.7834470908309865, 0.8707443257676902, 0.7896785674563451, 0.819100935828877, 0.9448236361032886, 0.8587468774947851, 0.8606343906510852, 0.828848080133556, 0.8689004010695188, 0.8607536764705883, 0.8728693181818182, 0.8704682274247492, 0.8921707887700534, 0.765072996768082, 0.8652605563002681, 0.8782201405152225, 0.8477510576708973, 0.8393699617370631, 0.8345909849749582, 0.8895805481283423, 0.8338343353373414, 0.858146537303446, 0.9354257095158598, 0.8072365243879788, 0.8496407085561497, 0.8948452460476508, 0.8396236918281006, 0.7631930527722111, 0.9318257676902536, 0.852754590984975, 0.8755013368983957, 0.9178225267379679, 0.880960336022147, 0.8776123490546461]"
345,emr8jg16,mvtec_fcdd_20220520004942.normal_1.it_0,1,pixel-wise-averages-per-image,confetti,"[0.8120032885722115, 0.8950831540345607, 0.8479152397260274, 0.9124721386911635, 0.894540800662842, 0.913151724137931, 0.8851070205479452, 0.9093878424657534, 0.8967829045954047, 0.906734047006758, 0.9050670874026939, 0.88151700861533, 0.9065696076581926, 0.8873188418663949, 0.9061550210003818, 0.8811006033573516, 0.8833590406545565, 0.9017857142857143, 0.8941272099166836, 0.9393097200833409, 0.8993781819445035, 0.9110189781487924, 0.9084031299626045, 0.9145546835625314, 0.9386716963877458, 0.8863425956109583, 0.913972853803655, 0.9203759585977375, 0.8999343005255958, 0.9385731456043955, 0.9202288272769621, 0.9396423888611388, 0.9457658278754453, 0.8861386878775193, 0.9075455379373608, 0.8838012316664671, 0.9315588739784078, 0.9337838869797633, 0.9210477022977024, 0.9157741696990223, 0.9304827586206897, 0.9163880216511795, 0.9416827586206896, 0.9109094030969032, 0.944504714035964, 0.9105542155662755, 0.9245501454236819, 0.9278216123499142, 0.91609367125063, 0.9144147437839267, 0.9122809956086374]"
347,3jk8o8jn,mvtec_fcdd_20220520004942.normal_8.it_2,8,pixel-wise-averages-per-image,confetti,"[0.48476924590392834, 0.727389503161773, 0.8133059941844545, 0.8449519230769231, 0.8501981724606184, 0.8427344827586207, 0.8550239612029384, 0.8452139630652344, 0.8446982704795205, 0.8544317699257588, 0.858630726439262, 0.8754896285747769, 0.8066878415272333, 0.884814942926323, 0.8643346964454232, 0.7967773959526537, 0.8282985939159628, 0.8314293981481482, 0.8672621103709186, 0.8592865149846068, 0.8471816877720618, 0.8527829369546612, 0.8284808406558565, 0.8575551724137931, 0.892362711951232, 0.9036540876741822, 0.8540143103873673, 0.8377884324109763, 0.8760092099754799, 0.870561282932417, 0.8582503752550623, 0.8746020761245676, 0.8786197916666666, 0.8561896551724139, 0.8599687840463935, 0.894504482276503, 0.8656854654786402, 0.8394522623001364, 0.8973097215284717, 0.8889413793103448, 0.85816891451132, 0.8548135783624599, 0.8833193519203881, 0.8651396011396011, 0.8792088803074523, 0.8666038590452034, 0.8624472926437766, 0.895262523657161, 0.8685485317863764, 0.852423578126903, 0.8649680474582702]"
349,3piot8yt,mvtec_fcdd_20220520004942.normal_0.it_2,0,pixel-wise-averages-per-image,confetti,"[0.7623226082762458, 0.8383350654749533, 0.8696322179994438, 0.8812634863269958, 0.9050349706517075, 0.9341029341029341, 0.9282595673732947, 0.9414608853174178, 0.9270044674119466, 0.945743838028169, 0.9265173198482934, 0.9529857812906668, 0.9476380807041054, 0.936478232825552, 0.9280108085637082, 0.9593872768281528, 0.9546713045648461, 0.9536324152151943, 0.956545029239766, 0.9530949696924897, 0.9631426597809283, 0.9543968788413233, 0.9513976498299838, 0.9594129235618597, 0.9616219190140846, 0.9582230102442868, 0.9611030944364277, 0.9639348141940716, 0.9621429155315941, 0.9647588235794271, 0.9561349150141643, 0.9609647630260129, 0.9570968421216824, 0.9662159292035398, 0.9690740659771002, 0.9457807619703021, 0.9529688418577307, 0.9540695383189526, 0.9591273188703595, 0.9610925433046816, 0.961195784377055, 0.9612815008150793, 0.957920968474688, 0.9651812450748621, 0.9628774517663405, 0.9642485726289112, 0.9605137800252844, 0.9651964248596965, 0.9584932671036327, 0.9753291591552923, 0.9602585137329706]"
